DAVINA,Feminino,6067,
DAYANA,Masculino,11745,27
DAYANE,Feminino,37577,141
DAYANNE,Feminino,2788,
DAYSE,Masculino,10687,28
DAYSI,Feminino,416,
DEA,Feminino,1792,
DEBBIE,Feminino,47,
DEBORA,Feminino,312839,1108
DEBORAH,Masculino,10353,28
DECIO,Feminino,41,16947
DEISE,Feminino,66902,291
DEISEMAR,Feminino,215,
DEISI,Feminino,3026,
DEISIANE,Masculino,11214,42
DEISILANE,Feminino,374,
DEISY,Feminino,2286,
DEIZE,Feminino,3827,
DEIZI,Feminino,257,
DEJAIR,Masculino,232,8596
DEJANIRA,Masculino,18956,55
DEJANY,Feminino,29,
DELAINE,Masculino,1618,40
DELAIR,Masculino,1499,788
DELANE,Feminino,922,114
DELBA,Feminino,708,
DELCILENE,Feminino,638,
DELENIR,Feminino,104,
DELI,Masculino,1164,1830
DELIANE,Feminino,3312,
DELINA,Feminino,1208,
DELIR,Feminino,284,227
DELIRA,Feminino,202,
DELIRDES,Feminino,39,
DELISE,Feminino,410,
DELMA,Masculino,16112,90
DELMAR,Masculino,224,5553
DELMARA,Feminino,412,
DELMIRA,Feminino,4275,
DELSO,Masculino,0,1187
DELVANIO,Masculino,0,196
DEMERCILIA,Feminino,27,
DEMETRIO,Masculino,24,6230
DEMEVALDO,Masculino,0,57
DEMILSON,Masculino,0,2851
DENAIR,Feminino,1920,167
DENI,Masculino,1432,1893
DENIA,Masculino,1697,45
DENILDA,Feminino,2753,
DENILSE,Feminino,846,21
DENILSON,Masculino,378,74095
DENILZA,Feminino,3305,
DENIR,Feminino,1729,1660
DENIS,Masculino,1333,75029
DENISE,Masculino,168666,649
DENISIANE,Feminino,123,
DENIVAL,Masculino,0,3196
DENIVALDO,Masculino,0,6111
DENIZ,Masculino,265,974
DENIZE,Masculino,15404,68
DENNYS,Masculino,0,890
DEOCLEIA,Feminino,44,
DEODETE,Feminino,360,166
DEOLINDO,Masculino,0,1637
DEONILDO,Masculino,0,366
DERCEU,Masculino,0,110
DERCI,Feminino,3361,2594
DERLINDA,Feminino,251,
DERMEVAL,Masculino,0,1945
DESIRE,Feminino,1239,
DESIREE,Feminino,2173,
DESIRRE,Feminino,917,
DEUSA,Feminino,6783,23
DEUSDETE,Feminino,2656,11832
DEUSI,Masculino,254,88
DEUZELENE,Feminino,35,
DEUZELIA,Feminino,399,
DEVAIR,Masculino,434,6630
DEVANI,Feminino,975,848
DEVANIR,Masculino,2676,8622
DEYSE,Feminino,7736,31
DIANA,Feminino,74684,263
DIANE,Masculino,13499,87
DIANES,Masculino,226,31
DIANI,Feminino,528,
DICLEIA,Feminino,310,
DICLEIDE,Feminino,33,
DIEGO,Masculino,2455,421973
DIENE,Feminino,4992,168
DIENEFFER,Feminino,123,
DILAIR,Feminino,512,127
DILCE,Feminino,4913,46
DILENE,Feminino,4126,24
DILETA,Feminino,1753,
DILMA,Feminino,40479,153
DILMAR,Feminino,479,3450
DILMARA,Feminino,1347,
DILOA,Feminino,34,
DILOMAR,Feminino,53,282
DILSON,Feminino,64,18398
DILVANA,Feminino,538,
DILVANO,Masculino,0,70
DILVETE,Feminino,103,
DILZA,Feminino,7689,
DILZE,Feminino,128,
DIMAS,Masculino,176,18566
DIMEIA,Feminino,116,
DINA,Masculino,17363,86
DINACIR,Masculino,529,78
DINAELE,Feminino,132,
DINAH,Feminino,2029,
DINALCI,Feminino,38,
DINALVA,Masculino,14267,46
DINARTE,Masculino,21,2247
DINAURA,Feminino,652,
DINEFER,Feminino,166,
DINEIA,Feminino,2833,
DINOR,Masculino,0,160
DIOGENES,Feminino,94,12125
DIOGO,Feminino,872,155247
DIOMARA,Feminino,1279,
DIONARA,Feminino,873,
DIONE,Masculino,11682,18708
DIONEIA,Feminino,3631,
DIONETE,Masculino,1341,36
DIONISIA,Feminino,5665,26
DIONISIO,Feminino,69,19373
DIONIZIA,Feminino,2322,
DIOVANA,Feminino,3183,22
DIRCE,Feminino,56701,347
DIRCEA,Feminino,287,
DIRCEIA,Feminino,1522,
DIRCELEI,Feminino,89,
DIRCELIA,Feminino,1197,
DIRCEU,Masculino,106,42446
DIRCIANE,Feminino,154,
DIRCINEIA,Feminino,307,
DIRLEA,Feminino,57,
DIRLEI,Masculino,3126,3839
DIRLENE,Feminino,6801,29
DIRLETE,Feminino,235,
DIRMA,Feminino,327,
DIUCEIA,Feminino,108,
DIVA,Feminino,39353,201
DIVALDIR,Masculino,0,94
DIVALDO,Masculino,0,5304
DIVANEIDE,Feminino,1024,
DIVANIR,Masculino,2513,833
DIVANIRA,Feminino,610,
DIVINA,Feminino,41065,119
DIVO,Masculino,0,791
DIVONE,Feminino,211,20
DIVONETE,Feminino,703,
DIVONSIR,Masculino,0,436
DIVONZIR,Masculino,0,575
DJACI,Masculino,116,436
DJALMA,Feminino,635,31185
DJANANI,Feminino,28,
DJANIRA,Feminino,7454,21
DJENANE,Feminino,416,
DOELI,Feminino,41,21
DOLARINA,Feminino,158,
DOLORES,Feminino,20315,133
DOMINGA,Feminino,5673,
DOMINGAS,Feminino,36742,186
DOMINGOS,Feminino,329,125252
DOMINIQUE,Masculino,4861,862
DONATO,Masculino,0,6199
DONIZETE,Masculino,1543,37290
DONIZETTI,Masculino,26,812
DORA,Masculino,12627,52
DORACI,Feminino,20224,1888
DORACINA,Feminino,625,
DORALICE,Feminino,33110,106
DORALINA,Feminino,4088,
DORAMI,Feminino,73,
DORANICE,Feminino,262,
DORCA,Feminino,942,
DORCAS,Masculino,1593,27
DORI,Masculino,154,427
DORIANA,Feminino,818,
DORILDA,Feminino,1571,
DORIS,Masculino,5162,99
DORIVAL,Feminino,59,29947
DORLENE,Feminino,115,
DORLI,Masculino,1275,773
DORONICE,Feminino,29,
DOROTEA,Feminino,636,
DOROTEIA,Feminino,4772,21
DOROTI,Feminino,3631,28
DORVALINA,Feminino,7424,54
DOUGLAS,Masculino,1618,264889
DRIELE,Feminino,6385,46
DRIELEN,Feminino,180,
DRIELLE,Feminino,1262,
DRIELLY,Feminino,1606,
DUARTE,Feminino,37,1603
DULCE,Masculino,32141,93
DULCELENE,Feminino,547,
DULCELI,Feminino,285,
DULCELINA,Feminino,1533,
DULCEMAR,Masculino,542,80
DULCIANA,Feminino,223,
DULCICLEIDE,Feminino,317,
DULCILEIA,Feminino,933,
DULCIMAR,Masculino,1719,351
DULCIMERI,Feminino,22,
DULCINEIA,Masculino,19074,42
DULCY,Feminino,141,
DUNIA,Feminino,346,
DURIVAL,Masculino,0,154
DURVAL,Feminino,41,17274
DURVALICE,Feminino,101,
EBER,Masculino,123,5143
ECLEA,Feminino,103,
ECLEIA,Feminino,380,
ED,Masculino,180,3275
EDAIANE,Feminino,86,
EDEGAR,Masculino,0,3904
EDELAIR,Feminino,29,
EDELCIA,Feminino,39,
EDELCIO,Masculino,0,1175
EDELI,Masculino,555,94
EDELIS,Feminino,32,
EDELISE,Feminino,79,
EDELMAR,Masculino,0,432
EDELSON,Masculino,20,5168
EDELVIRA,Feminino,657,
EDEMAR,Masculino,59,7778
EDEMIR,Masculino,149,3828
EDEN,Masculino,220,2723
EDENEIA,Feminino,156,
EDENICE,Feminino,1373,
EDENILCE,Feminino,472,
EDENILSA,Feminino,483,
EDENILSON,Feminino,62,16601
EDENIR,Feminino,2345,2221
EDENISA,Feminino,32,
EDENISE,Feminino,1155,
EDER,Masculino,448,73467
EDERLEI,Masculino,0,346
EDERLI,Feminino,295,173
EDERSON,Masculino,126,32937
EDESIO,Masculino,23,6529
EDEVAL,Masculino,0,1242
EDEVAR,Masculino,0,379
EDGAR,Masculino,181,46254
EDGARD,Masculino,0,4589
EDI,Feminino,9064,5542
EDIANE,Feminino,12958,102
EDICARLA,Feminino,616,
EDICLEA,Feminino,195,
EDICLEIA,Feminino,4866,
EDICLEUSA,Feminino,102,
EDILA,Feminino,3781,27
EDILAINE,Masculino,22491,97
EDILAMAR,Feminino,2837,134
EDILANA,Feminino,410,
EDILBERTO,Masculino,0,5570
EDILCE,Masculino,1106,36
EDILEIA,Feminino,6465,20
EDILENE,Feminino,71690,322
EDILEUSA,Masculino,18006,39
EDILEUZA,Masculino,34653,98
EDILMA,Masculino,15687,49
EDILSON,Feminino,400,123872
EDILTON,Masculino,0,3998
EDILZA,Feminino,7897,
EDIMA,Feminino,773,292
EDIMAR,Masculino,1606,33021
EDIMARA,Feminino,5897,36
EDIMILSON,Masculino,131,46251
EDINA,Feminino,41963,200
EDINAEL,Masculino,0,888
EDINALVA,Masculino,24236,97
EDINE,Feminino,724,142
EDINEA,Feminino,789,
EDINEI,Masculino,1297,14560
EDINEIA,Masculino,24021,75
EDINEIDE,Masculino,10377,87
EDINICE,Feminino,724,
EDINIR,Feminino,623,330
EDIR,Feminino,6405,6294
EDIRLEIA,Feminino,226,
EDIRLENE,Feminino,848,
EDISON,Masculino,130,34797
EDIT,Feminino,597,
EDITE,Feminino,50551,221
EDITH,Feminino,7983,34
EDIVAL,Masculino,25,4731
EDIVALDO,Masculino,284,81446
EDIVANE,Masculino,1788,245
EDIVANEA,Feminino,248,
EDIVANIA,Feminino,25120,151
EDJANE,Masculino,17056,245
EDLA,Feminino,3006,
EDLE,Feminino,31,
EDLEUZA,Feminino,6183,
EDMA,Feminino,2571,147
EDMAR,Masculino,1744,47366
EDMARA,Feminino,5143,27
EDMARI,Masculino,131,22
EDMEA,Feminino,1091,
EDMEIA,Feminino,3030,
EDMILSON,Masculino,263,93251
EDMIR,Feminino,87,2358
EDMUR,Masculino,0,906
EDNA,Masculino,199053,559
EDNALVA,Masculino,24421,74
EDNEA,Feminino,1425,
EDNEI,Masculino,1050,12319
EDNEIA,Masculino,19470,59
EDNEIS,Masculino,102,58
EDNILSON,Feminino,48,10557
EDSON,Masculino,1372,430171
EDUARDA,Masculino,150633,1666
EDUARDO,Masculino,4125,628539
EDUILIO,Masculino,0,79
EDUVIRGES,Feminino,492,26
EDVAL,Masculino,0,4638
EDVALDO,Feminino,326,114305
EDVILSON,Masculino,0,938
EDVIN,Masculino,,178
EDWARD,Masculino,,1790
EDY,Feminino,1597,1341
EDYLAINE,Feminino,90,
EFIGENIA,Masculino,19117,70
EFRAIN,Masculino,22,2340
EGLAIR,Masculino,177,56
EINY,Feminino,26,
ELADIR,Masculino,505,54
ELAENE,Feminino,607,
ELAIN,Feminino,81,24
ELAINE,Masculino,256433,640
ELAINI,Feminino,791,
ELAINY,Feminino,423,
ELAIR,Masculino,1077,527
ELANI,Masculino,2680,40
ELANY,Feminino,533,
ELAYNE,Feminino,2636,
ELCI,Feminino,5201,1821
ELCINDA,Feminino,68,
ELCIO,Feminino,66,21338
ELDA,Masculino,10175,76
ELDENIR,Masculino,162,172
ELDER,Masculino,175,22512
ELDI,Feminino,383,239
ELDIMA,Feminino,78,
ELDON,Masculino,,991
ELEANA,Feminino,319,
ELEANDRA,Feminino,1014,
ELEANDRO,Masculino,23,5905
ELEANE,Feminino,769,
ELEN,Feminino,60039,450
ELENA,Feminino,39992,109
ELENAI,Masculino,138,46
ELENI,Masculino,10935,129
ELENICE,Feminino,46388,134
ELENILCE,Masculino,1113,25
ELENILDA,Masculino,11094,45
ELENILTON,Masculino,21,3860
ELENIR,Masculino,16484,532
ELENISE,Feminino,2635,
ELENITA,Masculino,15645,32
ELENIZE,Feminino,1114,
ELENY,Feminino,736,
ELEONI,Masculino,133,82
ELEONITA,Feminino,83,
ELEONOR,Masculino,1312,188
ELEONORA,Feminino,4666,
ELESSANDRA,Feminino,2773,
ELEUZA,Feminino,3916,
ELEVIR,Masculino,,91
ELEZER,Masculino,,183
ELI,Masculino,18046,26035
ELIAMAR,Masculino,1092,95
ELIANA,Masculino,181533,388
ELIANDRA,Feminino,4621,20
ELIANE,Masculino,342361,807
ELIANI,Feminino,4488,
ELIAS,Masculino,1387,189315
ELIBIA,Feminino,200,
ELICIANE,Feminino,761,
ELICIO,Masculino,,1267
ELIDA,Masculino,19160,39
ELIDES,Masculino,305,40
ELIDETE,Feminino,184,
ELIDIA,Feminino,6705,
ELIEDA,Feminino,314,
ELIEGE,Masculino,1754,25
ELIEL,Masculino,215,27256
ELIELMA,Feminino,4852,26
ELIENAI,Feminino,2572,1499
ELIENE,Feminino,75755,372
ELIENNE,Feminino,73,
ELIETE,Feminino,70159,274
ELIETY,Feminino,76,
ELIEZER,Feminino,313,19302
ELIFELETE,Feminino,64,26
ELIMARE,Feminino,36,
ELINA,Feminino,4694,
ELINE,Masculino,10249,68
ELINEI,Masculino,409,515
ELINEIA,Feminino,2164,
ELINETE,Feminino,4423,
ELIO,Masculino,122,37694
ELIOMAR,Feminino,840,10591
ELIRIAN,Feminino,25,
ELIS,Masculino,20618,2352
ELISA,Feminino,54697,170
ELISABET,Feminino,2466,
ELISABETE,Feminino,70290,170
ELISABETH,Masculino,22023,57
ELISABETHE,Feminino,2198,
ELISAINE,Feminino,224,
ELISAMA,Masculino,5672,60
ELISAMARA,Feminino,743,
ELISANDRA,Masculino,20402,80
ELISANE,Feminino,3763,23
ELISANGELA,Masculino,146957,329
ELISE,Feminino,2280,113
ELISETE,Masculino,21775,80
ELISEU,Masculino,141,32986
ELISIA,Feminino,4043,
ELISIANA,Feminino,815,
ELISIANE,Masculino,10228,21
ELISIE,Feminino,143,
ELISMARA,Feminino,1160,
ELISSANDRA,Feminino,8102,30
ELITA,Feminino,8131,25
ELITO,Masculino,,1082
ELIUD,Feminino,95,103
ELIZ,Masculino,1762,99
ELIZA,Feminino,33639,119
ELIZABET,Feminino,5124,22
ELIZABETE,Masculino,123594,285
ELIZABETH,Feminino,54504,107
ELIZABETHE,Feminino,5897,
ELIZABETI,Feminino,5010,
ELIZAMAR,Feminino,913,103
ELIZAMARA,Feminino,690,
ELIZANA,Feminino,1938,
ELIZANDRA,Masculino,16631,66
ELIZANE,Feminino,4699,36
ELIZANGELA,Feminino,88505,227
ELIZANIA,Feminino,1446,
ELIZE,Feminino,903,104
ELIZELI,Feminino,39,
ELIZETE,Feminino,58849,235
ELIZETH,Feminino,1568,
ELIZEU,Masculino,162,32517
ELIZI,Feminino,35,
ELIZIA,Feminino,3456,
ELIZIANE,Feminino,9603,33
ELIZIANY,Feminino,50,
ELIZIO,Masculino,,2410
ELIZIONETE,Feminino,59,
ELKE,Masculino,1261,151
ELLEN,Feminino,44118,223
ELLY,Feminino,704,146
ELMA,Masculino,16214,67
ELMAR,Masculino,133,2217
ELMARI,Feminino,51,
ELOA,Feminino,18679,150
ELOANA,Feminino,1164,
ELOI,Feminino,2888,15705
ELOINA,Feminino,5288,
ELOIR,Masculino,2485,6634
ELOISA,Feminino,58521,186
ELOISE,Feminino,6773,60
ELOITA,Feminino,228,
ELOIZA,Masculino,13498,55
ELOMAR,Feminino,63,371
ELOY,Feminino,245,1908
ELSA,Masculino,17450,54
ELSON,Masculino,121,33131
ELSY,Feminino,83,
ELTON,Masculino,331,71566
ELUANA,Feminino,1045,
ELUANE,Feminino,495,
ELUCIENE,Feminino,88,
ELUIR,Feminino,39,192
ELUIZA,Feminino,905,
ELVER,Masculino,,118
ELVES,Masculino,52,5954
ELVIA,Feminino,1191,
ELVINA,Feminino,1757,
ELVIRA,Masculino,31046,79
ELVO,Masculino,,216
ELY,Masculino,2837,3066
ELYANDRA,Feminino,21,
ELYDIA,Feminino,130,
ELYSANGELA,Feminino,32,
ELZA,Masculino,141247,354
ELZENIR,Masculino,1189,39
ELZI,Feminino,3375,181
ELZIANE,Feminino,1141,
ELZIE,Feminino,43,
ELZITA,Feminino,1557,
EMA,Feminino,4339,
EMANNUEL,Masculino,,549
EMANOEL,Masculino,181,27449
EMANOELA,Feminino,2688,25
EMANOELE,Masculino,2864,58
EMANUELA,Feminino,19738,127
EMANUELE,Masculino,37734,455
EMANUELLA,Feminino,1615,
EMANUELLE,Masculino,10944,70
EMANUELLI,Feminino,1850,
EMANUELY,Feminino,3395,32
EMERSON,Feminino,843,177092
EMIDIA,Feminino,1873,
EMILENE,Feminino,3466,
EMILI,Feminino,56555,367
EMILIA,Feminino,51601,133
EMILIANO,Masculino,42,5093
EMILIO,Feminino,90,21312
EMILY,Feminino,61969,302
EMIR,Feminino,316,1877
EMMANUELLE,Feminino,699,
EMMELINE,Feminino,52,
EMY,Feminino,602,54
ENAURA,Feminino,751,
ENEAS,Feminino,72,5523
ENEDINA,Masculino,15954,32
ENEIDA,Feminino,7211,
ENEIDI,Feminino,31,
ENERGINA,Feminino,29,
ENESIO,Masculino,,1639
ENI,Masculino,21514,897
ENILDA,Feminino,7864,24
ENILSON,Masculino,21,5308
ENILZA,Feminino,1288,
ENIO,Feminino,74,25048
ENIR,Masculino,4930,991
ENIZE,Feminino,97,
ENY,Feminino,3872,133
EONICE,Feminino,1369,
EPITACIO,Masculino,,2906
ERAILTON,Masculino,,57
ERALDO,Feminino,85,31463
ERANICE,Feminino,117,
ERANILDE,Feminino,150,
ERCI,Feminino,3150,1569
ERENICE,Feminino,4158,21
ERENILZA,Feminino,345,
ERENISE,Feminino,135,
ERENITA,Feminino,3497,
ERICA,Masculino,231088,968
ERICSSON,Masculino,,639
ERIDAN,Masculino,1693,376
ERIETE,Feminino,249,
ERIK,Feminino,910,41511
ERIKA,Feminino,62909,258
ERILDA,Feminino,757,
ERINEU,Masculino,,2145
ERIVALDO,Masculino,134,38544
ERIVANHA,Feminino,44,
ERLEI,Feminino,213,1162
ERLEIA,Feminino,74,
ERLENE,Feminino,1067,
ERLETE,Feminino,247,
ERLI,Feminino,3964,3384
ERLIETE,Feminino,62,
ERMELINDA,Feminino,6500,
ERMELINO,Masculino,,586
ERMENSON,Masculino,,421
ERMINIO,Masculino,,5038
ERNA,Feminino,3878,38
ERNANDES,Feminino,99,13990
ERNANI,Feminino,117,11367
ERNESTINA,Feminino,9306,34
ERNESTO,Feminino,56,22006
ERNILDE,Feminino,77,
ERON,Masculino,28,4461
ERONI,Feminino,2702,1319
ERONICE,Feminino,2071,20
ERONILDES,Masculino,1636,2671
EROS,Feminino,55,2643
ERUS,Masculino,,161
ERZELI,Feminino,35,
ESDRAS,Masculino,516,9024
ESEQUIEL,Masculino,31,4807
ESILDA,Feminino,358,
ESMAEL,Feminino,96,13704
ESMERALDA,Masculino,19769,77
ESTELA,Feminino,38827,116
ESTELAMARIS,Feminino,176,
ESTELLA,Feminino,1822,
ESTELY,Feminino,22,
ESTEPHANY,Feminino,1324,
ESTER,Feminino,99770,608
ESTEVAM,Feminino,53,3229
ESTEVAO,Masculino,100,16321
ESTHER,Masculino,11349,66
ESTTELA,Feminino,27,
ETELVINA,Masculino,11454,46
ETHEL,Feminino,504,25
ETLA,Feminino,75,
EUCI,Masculino,1174,425
EUCIMARA,Feminino,166,
EUCLIDES,Masculino,256,26055
EUDISMAR,Masculino,,119
EUGENIA,Masculino,17038,78
EUGENIO,Masculino,151,28387
EULALIA,Masculino,11287,33
EULANI,Feminino,60,
EUMAR,Feminino,62,597
EUNICE,Feminino,95648,310
EUNISE,Feminino,684,
EURACI,Feminino,127,
EURIDES,Masculino,15577,4878
EUSEBIO,Masculino,,2591
EUZA,Feminino,5724,
EUZELIA,Feminino,493,
EVA,Masculino,160617,422
EVALDETE,Feminino,131,
EVALDO,Masculino,140,44033
EVANDRA,Masculino,2350,35
EVANDRO,Feminino,437,120656
EVANEIDE,Feminino,4144,37
EVANESA,Feminino,43,
EVANGELA,Feminino,507,
EVANGELO,Masculino,,171
EVANI,Feminino,8700,610
EVANILDA,Feminino,8314,45
EVANILDE,Masculino,6128,91
EVANILSON,Masculino,39,5710
EVANILZA,Feminino,709,
EVANIR,Feminino,9114,2379
EVANIRA,Feminino,1369,
EVANISE,Feminino,833,
EVARISTO,Masculino,22,8706
EVE,Masculino,242,27
EVELI,Masculino,4078,97
EVELIN,Feminino,66167,595
EVELINA,Feminino,1144,
EVELINE,Feminino,9385,44
EVELISE,Feminino,2632,
EVELIZE,Feminino,1181,
EVELLIN,Feminino,2296,
EVELLYN,Feminino,6782,47
EVELYN,Feminino,29846,201
EVERALDO,Masculino,177,64383
EVERLI,Masculino,561,61
EVERLIM,Feminino,74,
EVERLY,Masculino,277,29
EVERSON,Masculino,160,28646
EVERTON,Feminino,853,147274
EVETON,Masculino,,641
EVLIN,Feminino,579,
EWERSON,Masculino,,795
EWERTON,Feminino,66,11147
EXPEDITA,Feminino,8467,21
EZEQUIAS,Feminino,87,14460
EZEQUIEL,Masculino,377,64301
EZILDA,Feminino,2473,
EZIO,Masculino,20,5802
FABIA,Feminino,18102,148
FABIANA,Feminino,290538,1372
FABIANE,Feminino,51491,250
FABIANI,Masculino,2239,57
FABIANO,Masculino,1338,157812
FABIANY,Feminino,513,
FABIELE,Feminino,4147,29
FABIELLE,Feminino,361,
FABIELLI,Feminino,96,
FABIENNE,Feminino,122,
FABIO,Masculino,2384,545581
FABIOLA,Feminino,56394,251
FABIOLA,Feminino,56394,251
FABIULA,Feminino,7412,42
FABRICIA,Feminino,33138,237
FABRICIO,Masculino,1201,166678
FABRINE,Feminino,1602,130
FABRIZIO,Masculino,,1668
FANE,Feminino,74,
FARIDA,Feminino,145,
FATIMA,Masculino,197512,571
FAUSTINA,Feminino,3034,23
FAUZI,Masculino,,242
FAVIANE,Feminino,129,
FELICIO,Masculino,23,4901
FELIPE,Masculino,5536,615924
FELIX,Masculino,129,19143
FELLIPE,Masculino,43,4412
FENICIA,Feminino,109,
FERNANDA,Feminino,531607,3150
FERNANDO,Masculino,4570,551776
FIDELIS,Feminino,62,2566
FIDES,Feminino,25,
FILIPE,Masculino,572,61160
FILISBERTO,Masculino,,197
FILOMENA,Masculino,19082,61
FIRMINO,Masculino,46,8213
FLAIR,Masculino,,35
FLAVIA,Feminino,232838,1066
FLAVIANA,Masculino,17783,89
FLAVIANE,Masculino,15415,84
FLAVIANO,Feminino,108,10496
FLAVIO,Masculino,1518,265201
FLORA,Feminino,9523,38
FLORACI,Masculino,3568,68
FLORIANA,Feminino,1566,
FLORIANO,Masculino,33,9456
FLORINDA,Feminino,9158,29
FLORIPE,Masculino,663,68
FLORIPES,Feminino,4459,156
FLORISA,Feminino,2006,
FLORISBELA,Feminino,2893,
FLORIZA,Feminino,3685,
FRANCE,Feminino,779,363
FRANCELI,Feminino,1404,135
FRANCELINE,Feminino,699,26
FRANCELINO,Masculino,,2793
FRANCELIZE,Feminino,75,
FRANCES,Masculino,352,694
FRANCI,Masculino,1481,557
FRANCIANE,Masculino,19406,96
FRANCIELE,Masculino,111831,670
FRANCIELEN,Feminino,1144,
FRANCIELI,Feminino,34960,195
FRANCIELLE,Feminino,7246,25
FRANCIELLEN,Feminino,289,
FRANCIELLI,Feminino,2176,
FRANCIELLY,Feminino,3563,
FRANCIELY,Feminino,3767,26
FRANCIENNE,Feminino,26,
FRANCIESCA,Feminino,20,
FRANCILENE,Feminino,28503,151
FRANCIMARI,Feminino,159,
FRANCINARA,Feminino,864,
FRANCINE,Masculino,23564,612
FRANCINI,Masculino,2809,52
FRANCINNE,Feminino,83,
FRANCIONE,Feminino,912,656
FRANCIS,Masculino,2699,7512
FRANCISCA,Feminino,721637,4005
FRANCISCO,Feminino,7000,1765197
FRANCISLENE,Feminino,3413,29
FRANCISMARA,Feminino,878,
FRANCO,Masculino,33,5174
FRANCYELE,Feminino,217,
FRANCYELLE,Feminino,368,
FRANCYS,Masculino,125,172
FRANKLIN,Feminino,97,16133
FREDERICO,Masculino,152,36669
FULVIA,Feminino,676,
FULVIO,Masculino,,1443
GABRIEL,Feminino,9705,922744
GABRIELA,Feminino,378807,2843
GABRIELE,Masculino,122545,2203
GABRIELLA,Masculino,13740,67
GABRIELY,Feminino,8887,111
GEAN,Feminino,705,56082
GEANE,Masculino,38899,413
GEANI,Masculino,3497,98
GECI,Masculino,2921,680
GEFFERSON,Masculino,,1778
GEICIELLY,Feminino,44,
GEILI,Feminino,23,
GEISE,Feminino,9133,167
GEISIANE,Masculino,13222,58
GEISON,Masculino,60,7024
GEISY,Feminino,812,
GEIZE,Feminino,800,
GELCIANE,Feminino,329,
GELSI,Feminino,702,222
GELSON,Feminino,68,28446
GENARA,Feminino,219,
GENECI,Feminino,7901,3396
GENECY,Feminino,463,264
GENI,Masculino,59496,891
GENICE,Masculino,2392,41
GENILCE,Feminino,821,26
GENILDA,Masculino,19416,84
GENILSON,Masculino,155,32822
GENILTON,Masculino,,3621
GENIVALDO,Masculino,150,42489
GENNIFER,Feminino,489,
GENOEFA,Feminino,498,
GENTILA,Feminino,472,
GENY,Masculino,4678,85
GEORGE,Masculino,251,35988
GEORGETTE,Feminino,121,
GEORGIA,Feminino,8488,57
GEORGIANA,Feminino,602,
GEORGINA,Feminino,9324,30
GEOVANA,Feminino,144641,1012
GEOVANE,Masculino,2665,65435
GEOVANI,Masculino,1423,35484
GERALDA,Feminino,91752,536
GERALDINA,Masculino,11748,50
GERALDINE,Feminino,258,
GERALDINO,Masculino,27,5210
GERALDO,Feminino,977,339380
GERARDA,Feminino,1091,
GERCINA,Feminino,4567,
GERDA,Feminino,1142,
GERENALDO,Masculino,,215
GERLAINE,Masculino,2083,27
GERMANA,Feminino,5941,46
GERMANO,Feminino,67,15465
GERSI,Feminino,637,611
GERSON,Masculino,232,86624
GERTRUDES,Feminino,5917,115
GERUSA,Feminino,9918,
GERUZA,Feminino,6001,
GERVASIO,Masculino,,5727
GESE,Masculino,40,571
GESELY,Feminino,32,
GESIANE,Feminino,4297,28
GESLAINE,Feminino,1183,
GESSE,Masculino,226,4637
GESSENI,Feminino,23,
GESSI,Feminino,7785,1906
GESSIANA,Feminino,357,
GESSICA,Feminino,61002,297
GESSIKA,Feminino,956,
GESSY,Masculino,1834,553
GETULIO,Feminino,66,26912
GEYSA,Feminino,1820,
GEYSE,Feminino,1098,
GHISLAINE,Feminino,139,
GIAN,Masculino,123,8801
GIANCARLO,Masculino,,1706
GIANE,Feminino,7141,126
GIANI,Feminino,1131,105
GIANNY,Feminino,109,
GIBRAIL,Masculino,,199
GIGLIOLA,Feminino,315,
GIL,Masculino,516,9158
GILBERTO,Feminino,530,212736
GILCELIA,Feminino,2506,
GILCELLI,Feminino,30,
GILDA,Feminino,30258,102
GILDEON,Masculino,,1731
GILDETE,Masculino,19380,746
GILDO,Feminino,36,18551
GILIANE,Feminino,2562,
GILIARD,Masculino,20,3425
GILLAINE,Feminino,20,
GILMAR,Feminino,818,159693
GILMARA,Feminino,32584,200
GILNEI,Feminino,69,4827
GILNEY,Masculino,,431
GILSA,Feminino,3018,
GILSE,Feminino,871,49
GILSEANE,Feminino,109,
GILSEIA,Feminino,491,
GILSIMARA,Feminino,375,
GILSON,Feminino,416,144341
GILSSARA,Feminino,214,
GILVANETE,Feminino,7612,63
GINA,Feminino,4682,20
GINO,Masculino,,2371
GINOEL,Masculino,,71
GIOCONDA,Feminino,562,
GIORDANA,Feminino,1134,
GIORGIA,Feminino,874,
GIORGIO,Masculino,,832
GIOVANA,Masculino,106738,586
GIOVANDO,Masculino,,132
GIOVANE,Masculino,1085,25898
GIOVANI,Feminino,875,30969
GIOVANNA,Feminino,37277,161
GIOVANNI,Masculino,173,8151
GISEANE,Feminino,80,
GISELA,Feminino,9098,25
GISELDA,Feminino,8630,27
GISELE,Masculino,164780,563
GISELI,Masculino,20969,87
GISELIA,Feminino,7930,
GISELLE,Feminino,9515,
GISELLI,Feminino,1214,
GISELMA,Feminino,2011,
GISELY,Feminino,2537,
GISIELE,Feminino,373,
GISLAINE,Feminino,62587,223
GISLANE,Masculino,10185,58
GISLANI,Feminino,400,
GISLAYNE,Feminino,1192,
GISLEINE,Feminino,3076,
GISLENE,Feminino,30652,124
GISLLAINE,Feminino,27,
GIULIANA,Feminino,5443,41
GIULIANE,Masculino,1283,29
GIULIANNA,Feminino,443,
